rfq_id,line_number,material_name,category,quantity,unit,required_delivery_days
RFQ-1045,9,Rebar Grade 60,Steel,48,sq_ft,8
RFQ-1045,10,Gypsum Board,Drywall,404,linear_ft,22
RFQ-1046,1,Concrete,Concrete,494,linear_ft,28
RFQ-1046,2,HVAC Compressor,HVAC,440,yd3,32
RFQ-1046,3,Concrete Mix,Concrete,423,ton,17
RFQ-1046,4,Steel Plate,Steel,253,linear_ft,33
RFQ-1046,5,Ready Mix Concrete,Concrete,320,linear_ft,30
RFQ-1046,6,Ductwork,HVAC,71,ea,11
RFQ-1046,7,Steel Plate,Steel,205,ea,22
RFQ-1046,8,Plumbing Fixture,Plumbing,380,linear_ft,26
RFQ-1046,9,Sheetrock,Drywall,95,ton,19
RFQ-1046,10,Pipe Fittings,Plumbing,279,sq_ft,24
RFQ-1047,1,Electrical Wire,Electrical,103,sq_ft,27
RFQ-1047,2,Copper Pipe,Plumbing,437,yd3,11
RFQ-1047,3,Sheetrock,Drywall,305,yd3,22
RFQ-1047,4,Portland Cement,Concrete,185,ton,16
RFQ-1047,5,Structural Steel Beam,Steel,168,sq_ft,18
RFQ-1047,6,HVAC Air Handler,HVAC,61,ton,29
RFQ-1047,7,Joint Compound,Drywall,157,linear_ft,15
RFQ-1047,8,Joint Compound,Drywall,357,ton,10
RFQ-1047,9,Junction Box,Electrical,45,ea,34
RFQ-1047,10,Air Diffuser,HVAC,234,sq_ft,28
RFQ-1048,1,Joint Compound,Drywall,28,ea,32
RFQ-1048,2,I Beam Steel,Steel,170,ea,35
RFQ-1048,3,Exterior Coating,Paint,182,linear_ft,28
RFQ-1048,4,Structural Steel Beam,Steel,485,linear_ft,8
RFQ-1048,5,Ready Mix Concrete,Concrete,103,ea,33
RFQ-1048,6,Drywall Screws,Drywall,444,sq_ft,17
RFQ-1048,7,Ductwork,HVAC,317,linear_ft,14
RFQ-1048,8,Junction Box,Electrical,123,sq_ft,27
RFQ-1048,9,Copper Pipe,Plumbing,435,sq_ft,20
RFQ-1048,10,Steel Plate,Steel,397,ton,19
RFQ-1049,1,PVC Plumbing Pipe,Plumbing,332,ea,25
RFQ-1049,2,PVC Plumbing Pipe,Plumbing,320,yd3,16
RFQ-1049,3,Cement Blend,Concrete,27,linear_ft,16
RFQ-1049,4,Steel Plate,Steel,43,sq_ft,23
RFQ-1049,5,Concrete,Concrete,355,yd3,9
RFQ-1049,6,Copper Pipe,Plumbing,449,linear_ft,30
RFQ-1049,7,HVAC Compressor,HVAC,187,ea,19
RFQ-1049,8,Cement Blend,Concrete,421,ea,22
RFQ-1049,9,Electrical Wire,Electrical,226,ea,29
RFQ-1049,10,Plumbing Fixture,Plumbing,459,yd3,33
RFQ-1050,1,Exterior Coating,Paint,452,ton,23
RFQ-1050,2,Conduit,Electrical,411,ton,31
RFQ-1050,3,Ready Mix Concrete,Concrete,180,ea,21
RFQ-1050,4,Ball Valve,Plumbing,304,ea,28
RFQ-1050,5,Ball Valve,Plumbing,211,linear_ft,7
RFQ-1050,6,Sheetrock,Drywall,179,ea,35
RFQ-1050,7,LED Fixture,Electrical,272,yd3,15
RFQ-1050,8,Latex Paint,Paint,397,yd3,11
RFQ-1050,9,PVC Plumbing Pipe,Plumbing,362,ton,18
RFQ-1050,10,Copper Pipe,Plumbing,150,sq_ft,30
