quote_id,rfq_id,supplier_id,supplier_name,region,reliability_score,material_name,category,quantity,unit,unit_price,currency,lead_time_days
Q-RFQ-1011-metro-10,RFQ-1011,metro,Metro Contractor Depot,National,86,Plumbing Fixture,Plumbing,201,linear_ft,101.15,USD,41
Q-RFQ-1012-buildtech-1,RFQ-1012,buildtech,BuildTech Supply,Midwest,94,Steel Plate,Steel,148,sq_ft,843.99,USD,39
Q-RFQ-1012-buildtech-2,RFQ-1012,buildtech,BuildTech Supply,Midwest,94,Joint Compound,Drywall,371,sq_ft,15.88,USD,17
Q-RFQ-1012-buildtech-3,RFQ-1012,buildtech,BuildTech Supply,Midwest,94,Ball Valve,Plumbing,429,yd3,73.32,USD,25
Q-RFQ-1012-buildtech-4,RFQ-1012,buildtech,BuildTech Supply,Midwest,94,Primer,Paint,52,yd3,31.21,USD,16
Q-RFQ-1012-buildtech-5,RFQ-1012,buildtech,BuildTech Supply,Midwest,94,I Beam Steel,Steel,199,sq_ft,895.64,USD,34
Q-RFQ-1012-buildtech-6,RFQ-1012,buildtech,BuildTech Supply,Midwest,94,Breaker Panel,Electrical,228,ea,46.33,USD,10
Q-RFQ-1012-buildtech-7,RFQ-1012,buildtech,BuildTech Supply,Midwest,94,Exterior Coating,Paint,426,linear_ft,34.67,USD,30
Q-RFQ-1012-buildtech-8,RFQ-1012,buildtech,BuildTech Supply,Midwest,94,Steel Plate,Steel,308,linear_ft,850.81,USD,27
Q-RFQ-1012-buildtech-9,RFQ-1012,buildtech,BuildTech Supply,Midwest,94,Steel Rebar,Steel,363,linear_ft,1024.8,USD,13
Q-RFQ-1012-buildtech-10,RFQ-1012,buildtech,BuildTech Supply,Midwest,94,Gypsum Board,Drywall,176,ton,18.84,USD,26
Q-RFQ-1012-constructpro-1,RFQ-1012,constructpro,ConstructPro Materials,Northeast,88,Steel Rebar,Steel,148,sq_ft,896.33,USD,29
Q-RFQ-1012-constructpro-2,RFQ-1012,constructpro,ConstructPro Materials,Northeast,88,Sheetrock,Drywall,371,sq_ft,17.58,USD,19
Q-RFQ-1012-constructpro-3,RFQ-1012,constructpro,ConstructPro Materials,Northeast,88,PVC Plumbing Pipe,Plumbing,429,yd3,85.41,USD,29
Q-RFQ-1012-constructpro-4,RFQ-1012,constructpro,ConstructPro Materials,Northeast,88,Primer,Paint,52,yd3,36.77,USD,22
Q-RFQ-1012-constructpro-5,RFQ-1012,constructpro,ConstructPro Materials,Northeast,88,Steel Plate,Steel,199,sq_ft,907.32,USD,31
Q-RFQ-1012-constructpro-6,RFQ-1012,constructpro,ConstructPro Materials,Northeast,88,Breaker Panel,Electrical,228,ea,55.61,USD,9
Q-RFQ-1012-constructpro-7,RFQ-1012,constructpro,ConstructPro Materials,Northeast,88,Latex Paint,Paint,426,linear_ft,39.26,USD,19
Q-RFQ-1012-constructpro-8,RFQ-1012,constructpro,ConstructPro Materials,Northeast,88,Steel Rebar,Steel,308,linear_ft,997.85,USD,22
Q-RFQ-1012-constructpro-9,RFQ-1012,constructpro,ConstructPro Materials,Northeast,88,Rebar Grade 60,Steel,363,linear_ft,1107.43,USD,8
Q-RFQ-1012-constructpro-10,RFQ-1012,constructpro,ConstructPro Materials,Northeast,88,Drywall Screws,Drywall,176,ton,19.7,USD,36
Q-RFQ-1012-urban-1,RFQ-1012,urban,UrbanBuild Wholesale,West,82,Steel Plate,Steel,148,sq_ft,856.82,USD,33
Q-RFQ-1012-urban-2,RFQ-1012,urban,UrbanBuild Wholesale,West,82,Drywall Screws,Drywall,371,sq_ft,17.79,USD,20
Q-RFQ-1012-urban-3,RFQ-1012,urban,UrbanBuild Wholesale,West,82,Copper Pipe,Plumbing,429,yd3,89.28,USD,29
Q-RFQ-1012-urban-4,RFQ-1012,urban,UrbanBuild Wholesale,West,82,Paint Supplies,Paint,52,yd3,35.1,USD,27
Q-RFQ-1012-urban-5,RFQ-1012,urban,UrbanBuild Wholesale,West,82,Steel Plate,Steel,199,sq_ft,945.41,USD,36
Q-RFQ-1012-urban-6,RFQ-1012,urban,UrbanBuild Wholesale,West,82,Conduit,Electrical,228,ea,55.52,USD,6
Q-RFQ-1012-urban-7,RFQ-1012,urban,UrbanBuild Wholesale,West,82,Paint Supplies,Paint,426,linear_ft,35.17,USD,18
Q-RFQ-1012-urban-8,RFQ-1012,urban,UrbanBuild Wholesale,West,82,I Beam Steel,Steel,308,linear_ft,918.87,USD,21
Q-RFQ-1012-urban-9,RFQ-1012,urban,UrbanBuild Wholesale,West,82,Steel Plate,Steel,363,linear_ft,1009.92,USD,12
Q-RFQ-1012-apex-1,RFQ-1012,apex,Apex Industrial Supply,South,90,I Beam Steel,Steel,148,sq_ft,997.76,USD,37
Q-RFQ-1012-apex-2,RFQ-1012,apex,Apex Industrial Supply,South,90,Gypsum Board,Drywall,371,sq_ft,15.97,USD,22
Q-RFQ-1012-apex-3,RFQ-1012,apex,Apex Industrial Supply,South,90,Pipe Fittings,Plumbing,429,yd3,77.62,USD,18
Q-RFQ-1012-apex-4,RFQ-1012,apex,Apex Industrial Supply,South,90,Paint Supplies,Paint,52,yd3,36.26,USD,27
Q-RFQ-1012-apex-5,RFQ-1012,apex,Apex Industrial Supply,South,90,Structural Steel Beam,Steel,199,sq_ft,1025.61,USD,26
Q-RFQ-1012-apex-6,RFQ-1012,apex,Apex Industrial Supply,South,90,LED Fixture,Electrical,228,ea,51.21,USD,10
Q-RFQ-1012-apex-7,RFQ-1012,apex,Apex Industrial Supply,South,90,Paint Supplies,Paint,426,linear_ft,35.5,USD,22
Q-RFQ-1012-apex-8,RFQ-1012,apex,Apex Industrial Supply,South,90,I Beam Steel,Steel,308,linear_ft,1018.58,USD,26
Q-RFQ-1012-apex-9,RFQ-1012,apex,Apex Industrial Supply,South,90,Structural Steel Beam,Steel,363,linear_ft,892.76,USD,11
Q-RFQ-1012-apex-10,RFQ-1012,apex,Apex Industrial Supply,South,90,Drywall Sheet,Drywall,176,ton,17.88,USD,25
Q-RFQ-1012-metro-1,RFQ-1012,metro,Metro Contractor Depot,National,86,Rebar Grade 60,Steel,148,sq_ft,1066.53,USD,32
Q-RFQ-1012-metro-2,RFQ-1012,metro,Metro Contractor Depot,National,86,Drywall Screws,Drywall,371,sq_ft,21.2,USD,19
Q-RFQ-1012-metro-3,RFQ-1012,metro,Metro Contractor Depot,National,86,Plumbing Fixture,Plumbing,429,yd3,80.3,USD,23
Q-RFQ-1012-metro-4,RFQ-1012,metro,Metro Contractor Depot,National,86,Interior Paint,Paint,52,yd3,31.51,USD,15
Q-RFQ-1012-metro-5,RFQ-1012,metro,Metro Contractor Depot,National,86,Steel Rebar,Steel,199,sq_ft,1040.88,USD,40
Q-RFQ-1012-metro-6,RFQ-1012,metro,Metro Contractor Depot,National,86,Conduit,Electrical,228,ea,54.69,USD,10
Q-RFQ-1012-metro-7,RFQ-1012,metro,Metro Contractor Depot,National,86,Paint Supplies,Paint,426,linear_ft,37.45,USD,20
Q-RFQ-1012-metro-8,RFQ-1012,metro,Metro Contractor Depot,National,86,Steel Rebar,Steel,308,linear_ft,1035.2,USD,25
Q-RFQ-1012-metro-9,RFQ-1012,metro,Metro Contractor Depot,National,86,I Beam Steel,Steel,363,linear_ft,962.12,USD,18
Q-RFQ-1012-metro-10,RFQ-1012,metro,Metro Contractor Depot,National,86,Joint Compound,Drywall,176,ton,20.02,USD,24
Q-RFQ-1013-buildtech-1,RFQ-1013,buildtech,BuildTech Supply,Midwest,94,Ductwork,HVAC,320,yd3,648.25,USD,34
Q-RFQ-1013-buildtech-2,RFQ-1013,buildtech,BuildTech Supply,Midwest,94,Gypsum Board,Drywall,120,ea,18.89,USD,20
Q-RFQ-1013-buildtech-3,RFQ-1013,buildtech,BuildTech Supply,Midwest,94,Steel Rebar,Steel,83,ea,849.95,USD,28
Q-RFQ-1013-buildtech-4,RFQ-1013,buildtech,BuildTech Supply,Midwest,94,Sheetrock,Drywall,295,ea,18.48,USD,21
Q-RFQ-1013-buildtech-5,RFQ-1013,buildtech,BuildTech Supply,Midwest,94,Plumbing Fixture,Plumbing,225,sq_ft,76.06,USD,13
Q-RFQ-1013-buildtech-6,RFQ-1013,buildtech,BuildTech Supply,Midwest,94,Air Diffuser,HVAC,457,linear_ft,671.73,USD,27
Q-RFQ-1013-buildtech-7,RFQ-1013,buildtech,BuildTech Supply,Midwest,94,Steel Rebar,Steel,495,sq_ft,894.21,USD,21
Q-RFQ-1013-buildtech-8,RFQ-1013,buildtech,BuildTech Supply,Midwest,94,Concrete Mix,Concrete,185,yd3,156.78,USD,13
Q-RFQ-1013-buildtech-10,RFQ-1013,buildtech,BuildTech Supply,Midwest,94,Steel Plate,Steel,223,linear_ft,849.9,USD,30
Q-RFQ-1013-constructpro-1,RFQ-1013,constructpro,ConstructPro Materials,Northeast,88,VAV Box,HVAC,320,yd3,774.01,USD,35
Q-RFQ-1013-constructpro-2,RFQ-1013,constructpro,ConstructPro Materials,Northeast,88,Drywall Screws,Drywall,120,ea,16.62,USD,25
Q-RFQ-1013-constructpro-3,RFQ-1013,constructpro,ConstructPro Materials,Northeast,88,Structural Steel Beam,Steel,83,ea,979.3,USD,35
Q-RFQ-1013-constructpro-4,RFQ-1013,constructpro,ConstructPro Materials,Northeast,88,Joint Compound,Drywall,295,ea,19.19,USD,22
Q-RFQ-1013-constructpro-5,RFQ-1013,constructpro,ConstructPro Materials,Northeast,88,PVC Plumbing Pipe,Plumbing,225,sq_ft,93.61,USD,9
Q-RFQ-1013-constructpro-6,RFQ-1013,constructpro,ConstructPro Materials,Northeast,88,HVAC Compressor,HVAC,457,linear_ft,609.57,USD,26
Q-RFQ-1013-constructpro-7,RFQ-1013,constructpro,ConstructPro Materials,Northeast,88,Structural Steel Beam,Steel,495,sq_ft,841.31,USD,32
Q-RFQ-1013-constructpro-8,RFQ-1013,constructpro,ConstructPro Materials,Northeast,88,Cement Blend,Concrete,185,yd3,138.47,USD,20
Q-RFQ-1013-constructpro-9,RFQ-1013,constructpro,ConstructPro Materials,Northeast,88,Air Diffuser,HVAC,118,ea,761.64,USD,26
Q-RFQ-1013-constructpro-10,RFQ-1013,constructpro,ConstructPro Materials,Northeast,88,Steel Rebar,Steel,223,linear_ft,1052.93,USD,33
Q-RFQ-1013-urban-1,RFQ-1013,urban,UrbanBuild Wholesale,West,82,HVAC Compressor,HVAC,320,yd3,628.08,USD,36
Q-RFQ-1013-urban-2,RFQ-1013,urban,UrbanBuild Wholesale,West,82,Sheetrock,Drywall,120,ea,16.48,USD,16
Q-RFQ-1013-urban-3,RFQ-1013,urban,UrbanBuild Wholesale,West,82,I Beam Steel,Steel,83,ea,1018.01,USD,37
Q-RFQ-1013-urban-4,RFQ-1013,urban,UrbanBuild Wholesale,West,82,Joint Compound,Drywall,295,ea,15.23,USD,35
Q-RFQ-1013-urban-5,RFQ-1013,urban,UrbanBuild Wholesale,West,82,PVC Plumbing Pipe,Plumbing,225,sq_ft,76.61,USD,16
Q-RFQ-1013-urban-6,RFQ-1013,urban,UrbanBuild Wholesale,West,82,HVAC Compressor,HVAC,457,linear_ft,607.17,USD,34
Q-RFQ-1013-urban-7,RFQ-1013,urban,UrbanBuild Wholesale,West,82,Steel Plate,Steel,495,sq_ft,987.57,USD,27
Q-RFQ-1013-urban-8,RFQ-1013,urban,UrbanBuild Wholesale,West,82,Portland Cement,Concrete,185,yd3,146.34,USD,15
Q-RFQ-1013-urban-9,RFQ-1013,urban,UrbanBuild Wholesale,West,82,HVAC Air Handler,HVAC,118,ea,686.54,USD,30
Q-RFQ-1013-urban-10,RFQ-1013,urban,UrbanBuild Wholesale,West,82,Rebar Grade 60,Steel,223,linear_ft,829.45,USD,28
Q-RFQ-1013-apex-1,RFQ-1013,apex,Apex Industrial Supply,South,90,HVAC Air Handler,HVAC,320,yd3,656.02,USD,40
Q-RFQ-1013-apex-2,RFQ-1013,apex,Apex Industrial Supply,South,90,Joint Compound,Drywall,120,ea,19.7,USD,22
Q-RFQ-1013-apex-3,RFQ-1013,apex,Apex Industrial Supply,South,90,Structural Steel Beam,Steel,83,ea,896.66,USD,35
Q-RFQ-1013-apex-4,RFQ-1013,apex,Apex Industrial Supply,South,90,Joint Compound,Drywall,295,ea,16.73,USD,34
Q-RFQ-1013-apex-5,RFQ-1013,apex,Apex Industrial Supply,South,90,Ball Valve,Plumbing,225,sq_ft,80.4,USD,10
Q-RFQ-1013-apex-6,RFQ-1013,apex,Apex Industrial Supply,South,90,Air Diffuser,HVAC,457,linear_ft,613.22,USD,33
Q-RFQ-1013-apex-7,RFQ-1013,apex,Apex Industrial Supply,South,90,Structural Steel Beam,Steel,495,sq_ft,992.14,USD,20
Q-RFQ-1013-apex-8,RFQ-1013,apex,Apex Industrial Supply,South,90,Portland Cement,Concrete,185,yd3,161.07,USD,9
Q-RFQ-1013-apex-9,RFQ-1013,apex,Apex Industrial Supply,South,90,Air Diffuser,HVAC,118,ea,771.42,USD,31
Q-RFQ-1013-metro-1,RFQ-1013,metro,Metro Contractor Depot,National,86,Ductwork,HVAC,320,yd3,666.55,USD,41
Q-RFQ-1013-metro-2,RFQ-1013,metro,Metro Contractor Depot,National,86,Sheetrock,Drywall,120,ea,17.38,USD,13
Q-RFQ-1013-metro-3,RFQ-1013,metro,Metro Contractor Depot,National,86,Rebar Grade 60,Steel,83,ea,916.81,USD,33
Q-RFQ-1013-metro-4,RFQ-1013,metro,Metro Contractor Depot,National,86,Joint Compound,Drywall,295,ea,17.42,USD,31
Q-RFQ-1013-metro-5,RFQ-1013,metro,Metro Contractor Depot,National,86,PVC Plumbing Pipe,Plumbing,225,sq_ft,97.65,USD,11
Q-RFQ-1013-metro-6,RFQ-1013,metro,Metro Contractor Depot,National,86,HVAC Air Handler,HVAC,457,linear_ft,782.2,USD,24
Q-RFQ-1013-metro-7,RFQ-1013,metro,Metro Contractor Depot,National,86,Steel Rebar,Steel,495,sq_ft,880.08,USD,28
Q-RFQ-1013-metro-8,RFQ-1013,metro,Metro Contractor Depot,National,86,Concrete,Concrete,185,yd3,132.64,USD,22
Q-RFQ-1013-metro-9,RFQ-1013,metro,Metro Contractor Depot,National,86,Ductwork,HVAC,118,ea,818.33,USD,31
Q-RFQ-1013-metro-10,RFQ-1013,metro,Metro Contractor Depot,National,86,Structural Steel Beam,Steel,223,linear_ft,958.21,USD,22
Q-RFQ-1014-buildtech-1,RFQ-1014,buildtech,BuildTech Supply,Midwest,94,Ductwork,HVAC,220,ton,752.12,USD,30
Q-RFQ-1014-buildtech-2,RFQ-1014,buildtech,BuildTech Supply,Midwest,94,Paint Supplies,Paint,60,sq_ft,30.35,USD,24
Q-RFQ-1014-buildtech-3,RFQ-1014,buildtech,BuildTech Supply,Midwest,94,Concrete Mix,Concrete,357,ton,156.24,USD,23
Q-RFQ-1014-buildtech-4,RFQ-1014,buildtech,BuildTech Supply,Midwest,94,VAV Box,HVAC,346,ton,618.14,USD,16
Q-RFQ-1014-buildtech-5,RFQ-1014,buildtech,BuildTech Supply,Midwest,94,Breaker Panel,Electrical,465,ton,62.57,USD,18
Q-RFQ-1014-buildtech-6,RFQ-1014,buildtech,BuildTech Supply,Midwest,94,Cement Blend,Concrete,410,yd3,138.37,USD,26
Q-RFQ-1014-buildtech-7,RFQ-1014,buildtech,BuildTech Supply,Midwest,94,Paint Supplies,Paint,204,linear_ft,35.57,USD,24
Q-RFQ-1014-buildtech-8,RFQ-1014,buildtech,BuildTech Supply,Midwest,94,Drywall Sheet,Drywall,151,ea,18.3,USD,26
Q-RFQ-1014-buildtech-9,RFQ-1014,buildtech,BuildTech Supply,Midwest,94,Portland Cement,Concrete,308,sq_ft,162.48,USD,29
Q-RFQ-1014-buildtech-10,RFQ-1014,buildtech,BuildTech Supply,Midwest,94,Paint Supplies,Paint,170,yd3,35.88,USD,35
Q-RFQ-1014-constructpro-1,RFQ-1014,constructpro,ConstructPro Materials,Northeast,88,VAV Box,HVAC,220,ton,620.82,USD,30
Q-RFQ-1014-constructpro-2,RFQ-1014,constructpro,ConstructPro Materials,Northeast,88,Exterior Coating,Paint,60,sq_ft,33.23,USD,21
Q-RFQ-1014-constructpro-3,RFQ-1014,constructpro,ConstructPro Materials,Northeast,88,Concrete Mix,Concrete,357,ton,138.15,USD,24
Q-RFQ-1014-constructpro-4,RFQ-1014,constructpro,ConstructPro Materials,Northeast,88,HVAC Air Handler,HVAC,346,ton,733.78,USD,19
Q-RFQ-1014-constructpro-5,RFQ-1014,constructpro,ConstructPro Materials,Northeast,88,Conduit,Electrical,465,ton,61.95,USD,4
Q-RFQ-1014-constructpro-6,RFQ-1014,constructpro,ConstructPro Materials,Northeast,88,Ready Mix Concrete,Concrete,410,yd3,172.63,USD,27
Q-RFQ-1014-constructpro-7,RFQ-1014,constructpro,ConstructPro Materials,Northeast,88,Primer,Paint,204,linear_ft,30.73,USD,13
Q-RFQ-1014-constructpro-9,RFQ-1014,constructpro,ConstructPro Materials,Northeast,88,Portland Cement,Concrete,308,sq_ft,128.98,USD,26
Q-RFQ-1014-constructpro-10,RFQ-1014,constructpro,ConstructPro Materials,Northeast,88,Exterior Coating,Paint,170,yd3,38.89,USD,31
Q-RFQ-1014-urban-1,RFQ-1014,urban,UrbanBuild Wholesale,West,82,HVAC Compressor,HVAC,220,ton,710.55,USD,33
Q-RFQ-1014-urban-2,RFQ-1014,urban,UrbanBuild Wholesale,West,82,Interior Paint,Paint,60,sq_ft,35.75,USD,25
Q-RFQ-1014-urban-3,RFQ-1014,urban,UrbanBuild Wholesale,West,82,Ready Mix Concrete,Concrete,357,ton,130.45,USD,20
Q-RFQ-1014-urban-4,RFQ-1014,urban,UrbanBuild Wholesale,West,82,HVAC Air Handler,HVAC,346,ton,674.77,USD,22
Q-RFQ-1014-urban-5,RFQ-1014,urban,UrbanBuild Wholesale,West,82,Junction Box,Electrical,465,ton,50.96,USD,17
Q-RFQ-1014-urban-6,RFQ-1014,urban,UrbanBuild Wholesale,West,82,Concrete,Concrete,410,yd3,134.67,USD,32
Q-RFQ-1014-urban-7,RFQ-1014,urban,UrbanBuild Wholesale,West,82,Interior Paint,Paint,204,linear_ft,33.71,USD,15
Q-RFQ-1014-urban-8,RFQ-1014,urban,UrbanBuild Wholesale,West,82,Drywall Sheet,Drywall,151,ea,14.72,USD,25
Q-RFQ-1014-urban-9,RFQ-1014,urban,UrbanBuild Wholesale,West,82,Concrete Mix,Concrete,308,sq_ft,134.51,USD,23
Q-RFQ-1014-urban-10,RFQ-1014,urban,UrbanBuild Wholesale,West,82,Latex Paint,Paint,170,yd3,36.64,USD,41
Q-RFQ-1014-apex-1,RFQ-1014,apex,Apex Industrial Supply,South,90,Air Diffuser,HVAC,220,ton,745.97,USD,25
Q-RFQ-1014-apex-2,RFQ-1014,apex,Apex Industrial Supply,South,90,Exterior Coating,Paint,60,sq_ft,33.77,USD,24
Q-RFQ-1014-apex-3,RFQ-1014,apex,Apex Industrial Supply,South,90,Ready Mix Concrete,Concrete,357,ton,151.22,USD,24
Q-RFQ-1014-apex-4,RFQ-1014,apex,Apex Industrial Supply,South,90,Ductwork,HVAC,346,ton,596.26,USD,27
Q-RFQ-1014-apex-5,RFQ-1014,apex,Apex Industrial Supply,South,90,Junction Box,Electrical,465,ton,48.11,USD,5
Q-RFQ-1014-apex-6,RFQ-1014,apex,Apex Industrial Supply,South,90,Concrete,Concrete,410,yd3,164.88,USD,25
Q-RFQ-1014-apex-7,RFQ-1014,apex,Apex Industrial Supply,South,90,Exterior Coating,Paint,204,linear_ft,34.21,USD,15
Q-RFQ-1014-apex-8,RFQ-1014,apex,Apex Industrial Supply,South,90,Drywall Screws,Drywall,151,ea,20.0,USD,25
Q-RFQ-1014-apex-9,RFQ-1014,apex,Apex Industrial Supply,South,90,Portland Cement,Concrete,308,sq_ft,152.15,USD,33
Q-RFQ-1014-apex-10,RFQ-1014,apex,Apex Industrial Supply,South,90,Latex Paint,Paint,170,yd3,37.21,USD,41
Q-RFQ-1014-metro-1,RFQ-1014,metro,Metro Contractor Depot,National,86,Air Diffuser,HVAC,220,ton,654.62,USD,22
Q-RFQ-1014-metro-2,RFQ-1014,metro,Metro Contractor Depot,National,86,Interior Paint,Paint,60,sq_ft,34.99,USD,25
Q-RFQ-1014-metro-4,RFQ-1014,metro,Metro Contractor Depot,National,86,HVAC Compressor,HVAC,346,ton,815.72,USD,16
Q-RFQ-1014-metro-5,RFQ-1014,metro,Metro Contractor Depot,National,86,Junction Box,Electrical,465,ton,68.48,USD,11
Q-RFQ-1014-metro-6,RFQ-1014,metro,Metro Contractor Depot,National,86,Concrete Mix,Concrete,410,yd3,180.02,USD,31
Q-RFQ-1014-metro-7,RFQ-1014,metro,Metro Contractor Depot,National,86,Primer,Paint,204,linear_ft,31.5,USD,26
Q-RFQ-1014-metro-8,RFQ-1014,metro,Metro Contractor Depot,National,86,Sheetrock,Drywall,151,ea,18.93,USD,29
Q-RFQ-1014-metro-9,RFQ-1014,metro,Metro Contractor Depot,National,86,Ready Mix Concrete,Concrete,308,sq_ft,136.36,USD,29
Q-RFQ-1014-metro-10,RFQ-1014,metro,Metro Contractor Depot,National,86,Interior Paint,Paint,170,yd3,40.45,USD,38
Q-RFQ-1015-buildtech-1,RFQ-1015,buildtech,BuildTech Supply,Midwest,94,Pipe Fittings,Plumbing,146,ea,80.29,USD,10
Q-RFQ-1015-buildtech-2,RFQ-1015,buildtech,BuildTech Supply,Midwest,94,Gypsum Board,Drywall,499,linear_ft,16.47,USD,24
Q-RFQ-1015-buildtech-3,RFQ-1015,buildtech,BuildTech Supply,Midwest,94,Drywall Screws,Drywall,187,linear_ft,19.79,USD,21
Q-RFQ-1015-buildtech-4,RFQ-1015,buildtech,BuildTech Supply,Midwest,94,Structural Steel Beam,Steel,128,ton,794.51,USD,38
Q-RFQ-1015-buildtech-5,RFQ-1015,buildtech,BuildTech Supply,Midwest,94,Drywall Sheet,Drywall,80,ton,15.69,USD,18
Q-RFQ-1015-buildtech-6,RFQ-1015,buildtech,BuildTech Supply,Midwest,94,Steel Rebar,Steel,263,ea,830.94,USD,28
Q-RFQ-1015-buildtech-7,RFQ-1015,buildtech,BuildTech Supply,Midwest,94,Ready Mix Concrete,Concrete,208,ton,151.85,USD,25
Q-RFQ-1015-buildtech-8,RFQ-1015,buildtech,BuildTech Supply,Midwest,94,HVAC Air Handler,HVAC,160,yd3,760.9,USD,4
Q-RFQ-1015-buildtech-9,RFQ-1015,buildtech,BuildTech Supply,Midwest,94,Steel Plate,Steel,448,sq_ft,823.94,USD,15
Q-RFQ-1015-buildtech-10,RFQ-1015,buildtech,BuildTech Supply,Midwest,94,Rebar Grade 60,Steel,100,yd3,1025.93,USD,25
Q-RFQ-1015-constructpro-1,RFQ-1015,constructpro,ConstructPro Materials,Northeast,88,PVC Plumbing Pipe,Plumbing,146,ea,88.21,USD,24
Q-RFQ-1015-constructpro-2,RFQ-1015,constructpro,ConstructPro Materials,Northeast,88,Joint Compound,Drywall,499,linear_ft,20.82,USD,31
Q-RFQ-1015-constructpro-4,RFQ-1015,constructpro,ConstructPro Materials,Northeast,88,Steel Rebar,Steel,128,ton,867.34,USD,40
Q-RFQ-1015-constructpro-5,RFQ-1015,constructpro,ConstructPro Materials,Northeast,88,Gypsum Board,Drywall,80,ton,17.6,USD,5
Q-RFQ-1015-constructpro-6,RFQ-1015,constructpro,ConstructPro Materials,Northeast,88,Rebar Grade 60,Steel,263,ea,1002.02,USD,22
Q-RFQ-1015-constructpro-7,RFQ-1015,constructpro,ConstructPro Materials,Northeast,88,Ready Mix Concrete,Concrete,208,ton,154.76,USD,17
Q-RFQ-1015-constructpro-8,RFQ-1015,constructpro,ConstructPro Materials,Northeast,88,Ductwork,HVAC,160,yd3,633.1,USD,14
Q-RFQ-1015-constructpro-9,RFQ-1015,constructpro,ConstructPro Materials,Northeast,88,I Beam Steel,Steel,448,sq_ft,974.38,USD,15
Q-RFQ-1015-urban-1,RFQ-1015,urban,UrbanBuild Wholesale,West,82,Plumbing Fixture,Plumbing,146,ea,87.88,USD,18
Q-RFQ-1015-urban-2,RFQ-1015,urban,UrbanBuild Wholesale,West,82,Drywall Screws,Drywall,499,linear_ft,16.59,USD,32
Q-RFQ-1015-urban-3,RFQ-1015,urban,UrbanBuild Wholesale,West,82,Drywall Sheet,Drywall,187,linear_ft,16.19,USD,15
Q-RFQ-1015-urban-4,RFQ-1015,urban,UrbanBuild Wholesale,West,82,Rebar Grade 60,Steel,128,ton,759.84,USD,26
Q-RFQ-1015-urban-5,RFQ-1015,urban,UrbanBuild Wholesale,West,82,Sheetrock,Drywall,80,ton,17.29,USD,17
Q-RFQ-1015-urban-6,RFQ-1015,urban,UrbanBuild Wholesale,West,82,Steel Rebar,Steel,263,ea,816.74,USD,16
Q-RFQ-1015-urban-7,RFQ-1015,urban,UrbanBuild Wholesale,West,82,Cement Blend,Concrete,208,ton,129.1,USD,29
Q-RFQ-1015-urban-8,RFQ-1015,urban,UrbanBuild Wholesale,West,82,Ductwork,HVAC,160,yd3,707.93,USD,13
Q-RFQ-1015-urban-9,RFQ-1015,urban,UrbanBuild Wholesale,West,82,Rebar Grade 60,Steel,448,sq_ft,974.65,USD,17
Q-RFQ-1015-urban-10,RFQ-1015,urban,UrbanBuild Wholesale,West,82,Steel Rebar,Steel,100,yd3,988.03,USD,27
Q-RFQ-1015-apex-1,RFQ-1015,apex,Apex Industrial Supply,South,90,Ball Valve,Plumbing,146,ea,95.03,USD,24
Q-RFQ-1015-apex-2,RFQ-1015,apex,Apex Industrial Supply,South,90,Sheetrock,Drywall,499,linear_ft,19.53,USD,33
Q-RFQ-1015-apex-3,RFQ-1015,apex,Apex Industrial Supply,South,90,Gypsum Board,Drywall,187,linear_ft,18.72,USD,23
Q-RFQ-1015-apex-4,RFQ-1015,apex,Apex Industrial Supply,South,90,Steel Plate,Steel,128,ton,1050.75,USD,34
Q-RFQ-1015-apex-5,RFQ-1015,apex,Apex Industrial Supply,South,90,Drywall Sheet,Drywall,80,ton,18.3,USD,5
Q-RFQ-1015-apex-6,RFQ-1015,apex,Apex Industrial Supply,South,90,I Beam Steel,Steel,263,ea,855.62,USD,22
Q-RFQ-1015-apex-8,RFQ-1015,apex,Apex Industrial Supply,South,90,Ductwork,HVAC,160,yd3,628.64,USD,9
Q-RFQ-1015-apex-9,RFQ-1015,apex,Apex Industrial Supply,South,90,Rebar Grade 60,Steel,448,sq_ft,1061.69,USD,3
Q-RFQ-1015-metro-1,RFQ-1015,metro,Metro Contractor Depot,National,86,Copper Pipe,Plumbing,146,ea,103.93,USD,23
Q-RFQ-1015-metro-2,RFQ-1015,metro,Metro Contractor Depot,National,86,Drywall Sheet,Drywall,499,linear_ft,18.64,USD,29
Q-RFQ-1015-metro-3,RFQ-1015,metro,Metro Contractor Depot,National,86,Drywall Screws,Drywall,187,linear_ft,20.45,USD,11
Q-RFQ-1015-metro-4,RFQ-1015,metro,Metro Contractor Depot,National,86,Steel Rebar,Steel,128,ton,939.34,USD,37
Q-RFQ-1015-metro-5,RFQ-1015,metro,Metro Contractor Depot,National,86,Joint Compound,Drywall,80,ton,21.24,USD,15
Q-RFQ-1015-metro-6,RFQ-1015,metro,Metro Contractor Depot,National,86,I Beam Steel,Steel,263,ea,1059.36,USD,26
Q-RFQ-1015-metro-7,RFQ-1015,metro,Metro Contractor Depot,National,86,Concrete,Concrete,208,ton,162.37,USD,19
Q-RFQ-1015-metro-8,RFQ-1015,metro,Metro Contractor Depot,National,86,Air Diffuser,HVAC,160,yd3,807.75,USD,8
Q-RFQ-1015-metro-9,RFQ-1015,metro,Metro Contractor Depot,National,86,Steel Rebar,Steel,448,sq_ft,930.58,USD,14
